filename,defect_type,severity
data\synthetic\clean_0021_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0021_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0021_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0021_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0021_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0022_blur_mild.jpg,blur,mild
data\synthetic\clean_0022_blur_medium.jpg,blur,medium
data\synthetic\clean_0022_blur_severe.jpg,blur,severe
data\synthetic\clean_0022_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0022_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0022_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0022_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0022_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0022_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0022_noise_mild.jpg,noise,mild
data\synthetic\clean_0022_noise_medium.jpg,noise,medium
data\synthetic\clean_0022_noise_severe.jpg,noise,severe
data\synthetic\clean_0022_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0022_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0022_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0022_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0022_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0022_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0023_blur_mild.jpg,blur,mild
data\synthetic\clean_0023_blur_medium.jpg,blur,medium
data\synthetic\clean_0023_blur_severe.jpg,blur,severe
data\synthetic\clean_0023_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0023_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0023_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0023_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0023_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0023_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0023_noise_mild.jpg,noise,mild
data\synthetic\clean_0023_noise_medium.jpg,noise,medium
data\synthetic\clean_0023_noise_severe.jpg,noise,severe
data\synthetic\clean_0023_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0023_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0023_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0023_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0023_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0023_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0024_blur_mild.jpg,blur,mild
data\synthetic\clean_0024_blur_medium.jpg,blur,medium
data\synthetic\clean_0024_blur_severe.jpg,blur,severe
data\synthetic\clean_0024_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0024_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0024_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0024_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0024_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0024_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0024_noise_mild.jpg,noise,mild
data\synthetic\clean_0024_noise_medium.jpg,noise,medium
data\synthetic\clean_0024_noise_severe.jpg,noise,severe
data\synthetic\clean_0024_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0024_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0024_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0024_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0024_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0024_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0025_blur_mild.jpg,blur,mild
data\synthetic\clean_0025_blur_medium.jpg,blur,medium
data\synthetic\clean_0025_blur_severe.jpg,blur,severe
data\synthetic\clean_0025_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0025_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0025_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0025_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0025_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0025_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0025_noise_mild.jpg,noise,mild
data\synthetic\clean_0025_noise_medium.jpg,noise,medium
data\synthetic\clean_0025_noise_severe.jpg,noise,severe
data\synthetic\clean_0025_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0025_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0025_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0025_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0025_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0025_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0026_blur_mild.jpg,blur,mild
data\synthetic\clean_0026_blur_medium.jpg,blur,medium
data\synthetic\clean_0026_blur_severe.jpg,blur,severe
data\synthetic\clean_0026_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0026_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0026_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0026_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0026_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0026_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0026_noise_mild.jpg,noise,mild
data\synthetic\clean_0026_noise_medium.jpg,noise,medium
data\synthetic\clean_0026_noise_severe.jpg,noise,severe
data\synthetic\clean_0026_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0026_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0026_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0026_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0026_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0026_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0027_blur_mild.jpg,blur,mild
data\synthetic\clean_0027_blur_medium.jpg,blur,medium
data\synthetic\clean_0027_blur_severe.jpg,blur,severe
data\synthetic\clean_0027_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0027_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0027_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0027_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0027_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0027_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0027_noise_mild.jpg,noise,mild
data\synthetic\clean_0027_noise_medium.jpg,noise,medium
data\synthetic\clean_0027_noise_severe.jpg,noise,severe
data\synthetic\clean_0027_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0027_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0027_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0027_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0027_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0027_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0028_blur_mild.jpg,blur,mild
data\synthetic\clean_0028_blur_medium.jpg,blur,medium
data\synthetic\clean_0028_blur_severe.jpg,blur,severe
data\synthetic\clean_0028_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0028_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0028_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0028_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0028_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0028_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0028_noise_mild.jpg,noise,mild
data\synthetic\clean_0028_noise_medium.jpg,noise,medium
data\synthetic\clean_0028_noise_severe.jpg,noise,severe
data\synthetic\clean_0028_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0028_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0028_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0028_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0028_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0028_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0029_blur_mild.jpg,blur,mild
data\synthetic\clean_0029_blur_medium.jpg,blur,medium
data\synthetic\clean_0029_blur_severe.jpg,blur,severe
data\synthetic\clean_0029_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0029_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0029_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0029_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0029_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0029_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0029_noise_mild.jpg,noise,mild
data\synthetic\clean_0029_noise_medium.jpg,noise,medium
data\synthetic\clean_0029_noise_severe.jpg,noise,severe
data\synthetic\clean_0029_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0029_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0029_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0029_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0029_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0029_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0030_blur_mild.jpg,blur,mild
data\synthetic\clean_0030_blur_medium.jpg,blur,medium
data\synthetic\clean_0030_blur_severe.jpg,blur,severe
data\synthetic\clean_0030_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0030_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0030_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0030_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0030_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0030_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0030_noise_mild.jpg,noise,mild
data\synthetic\clean_0030_noise_medium.jpg,noise,medium
data\synthetic\clean_0030_noise_severe.jpg,noise,severe
data\synthetic\clean_0030_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0030_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0030_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0030_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0030_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0030_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0031_blur_mild.jpg,blur,mild
data\synthetic\clean_0031_blur_medium.jpg,blur,medium
data\synthetic\clean_0031_blur_severe.jpg,blur,severe
data\synthetic\clean_0031_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0031_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0031_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0031_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0031_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0031_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0031_noise_mild.jpg,noise,mild
data\synthetic\clean_0031_noise_medium.jpg,noise,medium
data\synthetic\clean_0031_noise_severe.jpg,noise,severe
data\synthetic\clean_0031_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0031_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0031_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0031_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0031_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0031_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0032_blur_mild.jpg,blur,mild
data\synthetic\clean_0032_blur_medium.jpg,blur,medium
data\synthetic\clean_0032_blur_severe.jpg,blur,severe
data\synthetic\clean_0032_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0032_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0032_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0032_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0032_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0032_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0032_noise_mild.jpg,noise,mild
data\synthetic\clean_0032_noise_medium.jpg,noise,medium
data\synthetic\clean_0032_noise_severe.jpg,noise,severe
data\synthetic\clean_0032_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0032_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0032_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0032_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0032_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0032_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0033_blur_mild.jpg,blur,mild
data\synthetic\clean_0033_blur_medium.jpg,blur,medium
data\synthetic\clean_0033_blur_severe.jpg,blur,severe
data\synthetic\clean_0033_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0033_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0033_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0033_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0033_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0033_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0033_noise_mild.jpg,noise,mild
data\synthetic\clean_0033_noise_medium.jpg,noise,medium
data\synthetic\clean_0033_noise_severe.jpg,noise,severe
data\synthetic\clean_0033_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0033_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0033_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0033_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0033_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0033_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0034_blur_mild.jpg,blur,mild
data\synthetic\clean_0034_blur_medium.jpg,blur,medium
data\synthetic\clean_0034_blur_severe.jpg,blur,severe
data\synthetic\clean_0034_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0034_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0034_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0034_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0034_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0034_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0034_noise_mild.jpg,noise,mild
data\synthetic\clean_0034_noise_medium.jpg,noise,medium
data\synthetic\clean_0034_noise_severe.jpg,noise,severe
data\synthetic\clean_0034_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0034_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0034_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0034_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0034_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0034_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0035_blur_mild.jpg,blur,mild
data\synthetic\clean_0035_blur_medium.jpg,blur,medium
data\synthetic\clean_0035_blur_severe.jpg,blur,severe
data\synthetic\clean_0035_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0035_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0035_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0035_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0035_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0035_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0035_noise_mild.jpg,noise,mild
data\synthetic\clean_0035_noise_medium.jpg,noise,medium
data\synthetic\clean_0035_noise_severe.jpg,noise,severe
data\synthetic\clean_0035_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0035_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0035_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0035_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0035_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0035_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0036_blur_mild.jpg,blur,mild
data\synthetic\clean_0036_blur_medium.jpg,blur,medium
data\synthetic\clean_0036_blur_severe.jpg,blur,severe
data\synthetic\clean_0036_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0036_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0036_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0036_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0036_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0036_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0036_noise_mild.jpg,noise,mild
data\synthetic\clean_0036_noise_medium.jpg,noise,medium
data\synthetic\clean_0036_noise_severe.jpg,noise,severe
data\synthetic\clean_0036_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0036_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0036_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0036_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0036_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0036_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0037_blur_mild.jpg,blur,mild
data\synthetic\clean_0037_blur_medium.jpg,blur,medium
data\synthetic\clean_0037_blur_severe.jpg,blur,severe
data\synthetic\clean_0037_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0037_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0037_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0037_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0037_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0037_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0037_noise_mild.jpg,noise,mild
data\synthetic\clean_0037_noise_medium.jpg,noise,medium
data\synthetic\clean_0037_noise_severe.jpg,noise,severe
data\synthetic\clean_0037_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0037_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0037_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0037_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0037_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0037_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0038_blur_mild.jpg,blur,mild
data\synthetic\clean_0038_blur_medium.jpg,blur,medium
data\synthetic\clean_0038_blur_severe.jpg,blur,severe
data\synthetic\clean_0038_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0038_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0038_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0038_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0038_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0038_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0038_noise_mild.jpg,noise,mild
data\synthetic\clean_0038_noise_medium.jpg,noise,medium
data\synthetic\clean_0038_noise_severe.jpg,noise,severe
data\synthetic\clean_0038_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0038_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0038_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0038_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0038_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0038_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0039_blur_mild.jpg,blur,mild
data\synthetic\clean_0039_blur_medium.jpg,blur,medium
data\synthetic\clean_0039_blur_severe.jpg,blur,severe
data\synthetic\clean_0039_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0039_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0039_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0039_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0039_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0039_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0039_noise_mild.jpg,noise,mild
data\synthetic\clean_0039_noise_medium.jpg,noise,medium
data\synthetic\clean_0039_noise_severe.jpg,noise,severe
data\synthetic\clean_0039_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0039_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0039_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0039_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0039_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0039_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0040_blur_mild.jpg,blur,mild
data\synthetic\clean_0040_blur_medium.jpg,blur,medium
data\synthetic\clean_0040_blur_severe.jpg,blur,severe
data\synthetic\clean_0040_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0040_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0040_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0040_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0040_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0040_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0040_noise_mild.jpg,noise,mild
data\synthetic\clean_0040_noise_medium.jpg,noise,medium
data\synthetic\clean_0040_noise_severe.jpg,noise,severe
data\synthetic\clean_0040_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0040_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0040_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0040_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0040_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0040_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0041_blur_mild.jpg,blur,mild
data\synthetic\clean_0041_blur_medium.jpg,blur,medium
data\synthetic\clean_0041_blur_severe.jpg,blur,severe
data\synthetic\clean_0041_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0041_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0041_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0041_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0041_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0041_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0041_noise_mild.jpg,noise,mild
data\synthetic\clean_0041_noise_medium.jpg,noise,medium
data\synthetic\clean_0041_noise_severe.jpg,noise,severe
data\synthetic\clean_0041_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0041_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0041_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0041_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0041_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0041_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0042_blur_mild.jpg,blur,mild
data\synthetic\clean_0042_blur_medium.jpg,blur,medium
data\synthetic\clean_0042_blur_severe.jpg,blur,severe
data\synthetic\clean_0042_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0042_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0042_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0042_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0042_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0042_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0042_noise_mild.jpg,noise,mild
data\synthetic\clean_0042_noise_medium.jpg,noise,medium
data\synthetic\clean_0042_noise_severe.jpg,noise,severe
data\synthetic\clean_0042_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0042_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0042_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0042_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0042_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0042_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0043_blur_mild.jpg,blur,mild
data\synthetic\clean_0043_blur_medium.jpg,blur,medium
data\synthetic\clean_0043_blur_severe.jpg,blur,severe
data\synthetic\clean_0043_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0043_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0043_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0043_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0043_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0043_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0043_noise_mild.jpg,noise,mild
data\synthetic\clean_0043_noise_medium.jpg,noise,medium
data\synthetic\clean_0043_noise_severe.jpg,noise,severe
data\synthetic\clean_0043_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0043_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0043_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0043_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0043_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0043_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0044_blur_mild.jpg,blur,mild
data\synthetic\clean_0044_blur_medium.jpg,blur,medium
data\synthetic\clean_0044_blur_severe.jpg,blur,severe
data\synthetic\clean_0044_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0044_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0044_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0044_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0044_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0044_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0044_noise_mild.jpg,noise,mild
data\synthetic\clean_0044_noise_medium.jpg,noise,medium
data\synthetic\clean_0044_noise_severe.jpg,noise,severe
data\synthetic\clean_0044_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0044_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0044_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0044_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0044_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0044_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0045_blur_mild.jpg,blur,mild
data\synthetic\clean_0045_blur_medium.jpg,blur,medium
data\synthetic\clean_0045_blur_severe.jpg,blur,severe
data\synthetic\clean_0045_underexposure_mild.jpg,underexposure,mild
data\synthetic\clean_0045_underexposure_medium.jpg,underexposure,medium
data\synthetic\clean_0045_underexposure_severe.jpg,underexposure,severe
data\synthetic\clean_0045_overexposure_mild.jpg,overexposure,mild
data\synthetic\clean_0045_overexposure_medium.jpg,overexposure,medium
data\synthetic\clean_0045_overexposure_severe.jpg,overexposure,severe
data\synthetic\clean_0045_noise_mild.jpg,noise,mild
data\synthetic\clean_0045_noise_medium.jpg,noise,medium
data\synthetic\clean_0045_noise_severe.jpg,noise,severe
data\synthetic\clean_0045_corruption_mild.jpg,corruption,mild
data\synthetic\clean_0045_corruption_medium.jpg,corruption,medium
data\synthetic\clean_0045_corruption_severe.jpg,corruption,severe
data\synthetic\clean_0045_visual_defect_mild.jpg,visual_defect,mild
data\synthetic\clean_0045_visual_defect_medium.jpg,visual_defect,medium
data\synthetic\clean_0045_visual_defect_severe.jpg,visual_defect,severe
data\synthetic\clean_0046_blur_mild.jpg,blur,mild
data\synthetic\clean_0046_blur_medium.jpg,blur,medium
data\synthetic\clean_0046_blur_severe.jpg,blur,severe
data\synthetic\clean_0046_underexposure_mild.jpg,underexposure,mild
